customer_key,customer_number,customer_name,age_year,total_orders,total_sales,total_quantity,total_products,first_order,last_order,lifespan_months,customer_segment,age_group,recency_months,avg_order_value,avg_monthly_spend
8351,AW00019350,Bethany Ashe,45,1,23,2,2,2013-04-20,2013-04-20,0,New,40-49,151,23,0
8352,AW00019351,Edgar Vance,57,1,5,1,1,2013-04-22,2013-04-22,0,New,50 and above,150,5,0
8353,AW00019352,Arturo Chen,56,1,14,2,2,2013-04-21,2013-04-21,0,New,50 and above,150,14,0
8354,AW00019353,Desiree Gill,51,2,2400,2,2,2011-04-18,2013-12-14,32,Regular,50 and above,143,1200,75
8355,AW00019354,Abby Madan,43,1,37,3,3,2013-11-30,2013-11-30,0,New,40-49,143,37,0
8356,AW00019355,Danny Munoz,43,1,25,1,1,2013-08-25,2013-08-25,0,New,40-49,146,25,0
8357,AW00019356,Francis Ortega,43,1,79,4,4,2013-12-27,2013-12-27,0,New,40-49,142,79,0
8358,AW00019357,Ryan Flores,40,2,2478,4,4,2011-05-10,2013-12-07,31,Regular,40-49,143,1239,80
8359,AW00019358,Jonathan Bryant,42,1,14,2,2,2013-09-10,2013-09-10,0,New,40-49,146,14,0
8360,AW00019359,Roberto Townsend,57,2,3478,3,3,2012-06-27,2013-01-07,6,New,50 and above,154,1739,580
8361,AW00019360,Joanna Hernandez,57,2,3511,5,5,2012-06-18,2013-01-01,7,New,50 and above,154,1756,502
8362,AW00019361,Stacey Sun,56,2,3478,3,3,2012-06-01,2013-01-25,8,New,50 and above,153,1739,435
8363,AW00019362,Karl Raje,51,2,3443,2,2,2012-06-08,2013-01-19,8,New,50 and above,154,1722,430
8364,AW00019363,Regina Raman,58,1,5,1,1,2013-05-16,2013-05-16,0,New,50 and above,150,5,0
8365,AW00019364,Alejandro Nara,52,3,4313,6,6,2011-05-07,2013-12-01,31,Regular,50 and above,143,1438,139
8366,AW00019365,Wayne Shan,58,3,4322,8,8,2011-06-21,2013-12-21,30,Regular,50 and above,142,1441,144
8367,AW00019366,Christy Beck,58,2,1617,4,4,2012-08-29,2013-09-13,13,Regular,50 and above,146,808,124
8368,AW00019367,Johnathan Gonzalez,42,1,59,2,2,2013-12-22,2013-12-22,0,New,40-49,142,59,0
8369,AW00019368,Lindsay Anand,42,1,32,2,2,2013-11-14,2013-11-14,0,New,40-49,144,32,0
8370,AW00019369,Clifford Suri,42,1,64,3,3,2013-03-31,2013-03-31,0,New,40-49,151,64,0
8371,AW00019370,Gilbert Yang,43,1,5,1,1,2013-08-23,2013-08-23,0,New,40-49,146,5,0
8372,AW00019371,Roy Mehta,43,1,32,2,2,2013-10-31,2013-10-31,0,New,40-49,144,32,0
8373,AW00019372,Cassidy Long,44,1,29,2,2,2013-08-25,2013-08-25,0,New,40-49,146,29,0
8374,AW00019373,Rebekah Suri,43,1,90,3,3,2013-07-05,2013-07-05,0,New,40-49,148,90,0
8375,AW00019374,Paula Ashe,45,1,29,2,2,2013-10-07,2013-10-07,0,New,40-49,145,29,0
8376,AW00019375,Omar Anand,44,1,121,4,4,2013-04-16,2013-04-16,0,New,40-49,151,121,0
8377,AW00019376,Paige Wood,44,1,29,2,2,2013-11-22,2013-11-22,0,New,40-49,143,29,0
8378,AW00019377,Dominic Chandra,44,1,116,7,7,2014-01-20,2014-01-20,0,New,40-49,141,116,0
8379,AW00019378,Lucas Davis,44,1,25,1,1,2013-12-23,2013-12-23,0,New,40-49,142,25,0
8380,AW00019379,Crystal Guo,45,1,103,4,4,2013-10-17,2013-10-17,0,New,40-49,145,103,0
8381,AW00019380,Marshall Luo,45,2,1934,5,5,2012-08-28,2013-02-17,6,New,40-49,153,967,322
8382,AW00019381,Brandi Romero,45,2,1953,3,3,2012-09-20,2013-02-14,5,New,40-49,153,976,391
8383,AW00019382,Jerry Shan,44,2,3443,2,2,2012-07-16,2013-01-20,6,New,40-49,154,1722,574
8384,AW00019383,Roger Nath,47,1,120,4,4,2013-03-06,2013-03-06,0,New,40-49,152,120,0
8385,AW00019384,Gilbert Rai,46,1,32,2,2,2013-12-21,2013-12-21,0,New,40-49,142,32,0
8386,AW00019385,Alisha Lin,42,1,117,4,4,2013-12-01,2013-12-01,0,New,40-49,143,117,0
8387,AW00019386,Allen Martinez,46,2,1938,3,3,2012-09-07,2013-03-10,6,New,40-49,152,969,323
8388,AW00019387,Ruth Rana,46,2,2464,5,5,2011-06-27,2013-12-19,30,Regular,40-49,142,1232,82
8389,AW00019388,Alberto Martin,40,1,45,4,4,2013-04-17,2013-04-17,0,New,40-49,151,45,0
8390,AW00019389,Terrence Goel,42,1,138,5,5,2013-05-21,2013-05-21,0,New,40-49,150,138,0
8391,AW00019390,Terrance Perez,41,1,5,1,1,2013-08-02,2013-08-02,0,New,40-49,147,5,0
8392,AW00019391,Sergio Rana,41,1,43,3,3,2013-09-24,2013-09-24,0,New,40-49,145,43,0
8393,AW00019392,Sergio Kapoor,42,1,27,2,2,2013-02-16,2013-02-16,0,New,40-49,153,27,0
8394,AW00019393,Miguel Anderson,58,1,1134,3,3,2013-01-07,2013-01-07,0,New,50 and above,154,1134,0
8395,AW00019394,Henry Nelson,59,1,1155,2,2,2013-06-12,2013-06-12,0,New,50 and above,149,1155,0
8396,AW00019395,Austin Zhang,60,1,1155,2,2,2013-02-24,2013-02-24,0,New,50 and above,152,1155,0
8397,AW00019396,Tammy Prasad,60,1,1169,4,4,2013-02-27,2013-02-27,0,New,50 and above,152,1169,0
8398,AW00019397,Terry Shen,54,1,79,2,2,2013-09-07,2013-09-07,0,New,50 and above,146,79,0
8399,AW00019398,Dylan Gonzales,59,1,70,1,1,2013-11-09,2013-11-09,0,New,50 and above,144,70,0
8400,AW00019399,Anthony Brown,59,2,151,6,6,2013-05-02,2013-06-11,1,New,50 and above,149,76,151
8401,AW00019400,Gavin Hayes,53,1,1179,3,3,2013-06-16,2013-06-16,0,New,50 and above,149,1179,0
8402,AW00019401,Kyle Hernandez,53,1,1170,2,2,2013-02-22,2013-02-22,0,New,50 and above,152,1170,0
8403,AW00019402,Jeremiah Scott,53,1,1254,4,4,2013-02-10,2013-02-10,0,New,50 and above,153,1254,0
8404,AW00019403,Morgan Cook,53,1,1155,2,2,2013-01-30,2013-01-30,0,New,50 and above,153,1155,0
8405,AW00019404,Nicole Moore,92,1,5,1,1,2013-12-25,2013-12-25,0,New,50 and above,142,5,0
8406,AW00019405,Abigail Smith,54,1,1170,2,2,2013-02-09,2013-02-09,0,New,50 and above,153,1170,0
8407,AW00019406,Brooke Travers,54,1,1188,4,4,2013-02-26,2013-02-26,0,New,50 and above,152,1188,0
8408,AW00019407,Sarah Perry,60,1,1155,2,2,2013-02-22,2013-02-22,0,New,50 and above,152,1155,0
8409,AW00019408,Taylor Richardson,60,1,1129,2,2,2013-02-20,2013-02-20,0,New,50 and above,152,1129,0
8410,AW00019409,Savannah Allen,60,1,1183,3,3,2013-02-08,2013-02-08,0,New,50 and above,153,1183,0
8411,AW00019410,Chloe Adams,61,1,1120,1,1,2013-02-25,2013-02-25,0,New,50 and above,152,1120,0
8412,AW00019411,Sarah Alexander,61,2,70,3,3,2013-11-23,2014-01-08,2,New,50 and above,142,35,35
8413,AW00019412,Jaime Chander,60,1,619,4,4,2013-05-19,2013-05-19,0,New,50 and above,150,619,0
8414,AW00019413,Xavier Kelly,61,1,1145,2,2,2013-01-28,2013-01-28,0,New,50 and above,153,1145,0
8415,AW00019414,Alexis Ashe,51,1,1145,2,2,2013-06-01,2013-06-01,0,New,50 and above,149,1145,0
8416,AW00019415,Devin Collins,54,2,2435,3,3,2011-06-14,2013-12-24,31,Regular,50 and above,142,1218,79
8417,AW00019416,Caitlin Morris,60,2,3476,3,3,2012-07-01,2013-01-10,6,New,50 and above,154,1738,579
8418,AW00019417,Alexis Foster,60,2,1854,3,3,2011-06-07,2013-01-04,19,Regular,50 and above,154,927,98
8419,AW00019418,Nathan Miller,61,2,3476,3,3,2012-07-12,2013-01-03,6,New,50 and above,154,1738,579
8420,AW00019419,Allison Adams,50,2,1602,3,3,2012-09-22,2013-10-06,13,Regular,50 and above,145,801,123
8421,AW00019420,Stanley Raman,61,3,4315,8,8,2011-07-28,2013-12-06,29,Regular,50 and above,143,1438,149
8422,AW00019421,Jay Rana,49,2,1930,4,4,2012-10-11,2013-03-11,5,New,40-49,152,965,386
8423,AW00019422,Paula Gutierrez,49,2,1819,2,2,2011-07-30,2013-01-24,18,Regular,40-49,153,910,101
8424,AW00019423,Maria Price,50,2,1938,3,3,2012-10-17,2013-03-12,5,New,50 and above,152,969,388
8425,AW00019424,Terrance Smith,51,2,3511,5,5,2012-07-07,2013-01-20,7,New,50 and above,154,1756,502
8426,AW00019425,Arturo Zhao,51,1,31,3,3,2013-06-08,2013-06-08,0,New,50 and above,149,31,0
8427,AW00019426,Brian Stewart,50,2,1938,3,3,2012-10-22,2013-04-10,6,New,50 and above,151,969,323
8428,AW00019427,Troy Lopez,50,2,1967,5,5,2012-09-28,2013-06-13,9,New,50 and above,149,984,219
8429,AW00019428,Eric Turner,44,2,1878,4,4,2011-07-05,2013-01-09,18,Regular,40-49,154,939,104
8430,AW00019429,Jared Kelly,49,2,1854,3,3,2011-08-25,2013-02-25,18,Regular,40-49,152,927,103
8431,AW00019430,Sharon Goel,100,1,64,3,3,2013-11-22,2013-11-22,0,New,50 and above,143,64,0
8432,AW00019431,Bonnie She,51,1,5,1,1,2013-09-22,2013-09-22,0,New,50 and above,145,5,0
8433,AW00019432,Armando Dominguez,45,2,1869,3,3,2011-08-02,2013-02-15,19,Regular,40-49,153,934,98
8434,AW00019433,Bridget Raje,50,2,3478,3,3,2012-08-12,2013-01-16,5,New,50 and above,154,1739,696
8435,AW00019434,Geoffrey Ashe,45,2,1934,5,5,2012-10-16,2013-06-25,8,New,40-49,148,967,242
8436,AW00019435,Benjamin Thompson,45,2,3457,4,4,2012-08-02,2013-01-27,6,New,40-49,153,1728,576
8437,AW00019436,Gregory Pal,50,2,1942,6,6,2012-10-17,2013-06-03,8,New,50 and above,149,971,243
8438,AW00019437,Kelsey Rai,45,2,3480,4,4,2012-08-13,2013-01-10,5,New,40-49,154,1740,696
8439,AW00019438,Shannon Hu,45,3,4338,7,7,2011-09-12,2013-12-02,27,Regular,40-49,143,1446,161
8440,AW00019439,Franklin Xu,51,3,4350,7,7,2011-10-17,2013-12-02,26,Regular,50 and above,143,1450,167
8441,AW00019440,Alicia Sharma,51,2,3492,5,5,2012-08-28,2013-02-21,6,New,50 and above,152,1746,582
8442,AW00019441,Dale She,51,2,1567,4,4,2012-10-20,2013-10-31,13,Regular,50 and above,144,784,121
8443,AW00019442,Connor Hill,40,2,1602,3,3,2012-10-01,2013-11-26,14,Regular,40-49,143,801,114
8444,AW00019443,Dominic Raman,63,2,1863,4,4,2011-10-10,2013-02-06,16,Regular,50 and above,153,932,116
8445,AW00019444,Kayla Thomas,52,1,59,2,2,2013-10-12,2013-10-12,0,New,50 and above,145,59,0
8446,AW00019445,Emma Thompson,52,1,64,3,3,2013-10-27,2013-10-27,0,New,50 and above,144,64,0
8447,AW00019446,Bridget Nath,52,2,1560,3,3,2012-10-16,2013-12-12,14,Regular,50 and above,143,780,111
8448,AW00019447,Yolanda Simpson,52,2,1587,4,4,2012-10-18,2013-12-02,14,Regular,50 and above,143,794,113
8449,AW00019448,Meagan Fernandez,53,2,3544,5,5,2012-09-18,2013-02-15,5,New,50 and above,153,1772,709
8450,AW00019449,Nuan Yuan,94,1,45,4,4,2013-06-27,2013-06-27,0,New,50 and above,148,45,0
8451,AW00019450,Keith Lal,53,2,1887,5,5,2011-10-12,2013-02-21,17,Regular,50 and above,152,944,111
8452,AW00019451,Pedro Sara,53,2,1869,3,3,2011-10-26,2013-02-12,16,Regular,50 and above,153,934,117
8453,AW00019452,Jacob Anderson,53,2,1611,4,4,2012-11-17,2013-12-20,13,Regular,50 and above,142,806,124
8454,AW00019453,Veronica Rana,47,3,4268,7,7,2011-10-28,2013-12-14,26,Regular,40-49,143,1423,164
8455,AW00019454,Roger Sharma,53,3,4364,6,6,2011-10-22,2013-12-26,27,Regular,50 and above,142,1455,162
8456,AW00019455,Jack Perez,53,2,3478,3,3,2012-09-08,2013-02-09,5,New,50 and above,153,1739,696
8457,AW00019456,Jesse Perez,93,1,37,3,3,2013-12-20,2013-12-20,0,New,50 and above,142,37,0
8458,AW00019457,Jennifer Williams,93,1,93,3,3,2013-12-13,2013-12-13,0,New,50 and above,143,93,0
8459,AW00019458,Tyrone Blanco,53,2,1957,3,3,2012-11-23,2013-06-13,7,New,50 and above,149,978,280
8460,AW00019459,Katie Yuan,53,2,3478,3,3,2012-10-23,2013-02-14,4,New,50 and above,153,1739,870
8461,AW00019460,Arthur Diaz,54,1,29,2,2,2013-03-08,2013-03-08,0,New,50 and above,152,29,0
8462,AW00019461,Nichole Shan,54,1,25,1,1,2013-09-08,2013-09-08,0,New,50 and above,146,25,0
8463,AW00019462,Paige Travers,49,1,29,2,2,2013-03-10,2013-03-10,0,New,40-49,152,29,0
8464,AW00019463,Cassandra Chandra,54,1,5,1,1,2013-03-09,2013-03-09,0,New,50 and above,152,5,0
8465,AW00019464,Tyrone Alonso,90,1,59,2,2,2013-10-17,2013-10-17,0,New,50 and above,145,59,0
8466,AW00019465,Sierra Baker,91,1,5,1,1,2013-05-19,2013-05-19,0,New,50 and above,150,5,0
8467,AW00019466,Morgan Lopez,56,1,64,3,3,2013-05-20,2013-05-20,0,New,50 and above,150,64,0
8468,AW00019467,Krista Alvarez,56,2,3485,4,4,2012-10-25,2013-03-05,4,New,50 and above,152,1742,871
8469,AW00019468,Ramon Lin,51,1,6,2,2,2013-11-23,2013-11-23,0,New,50 and above,143,6,0
8470,AW00019469,Valerie Cai,57,1,39,2,2,2014-01-08,2014-01-08,0,New,50 and above,142,39,0
8471,AW00019470,Kelli Ye,51,1,75,2,2,2013-09-01,2013-09-01,0,New,50 and above,146,75,0
8472,AW00019471,Bryant Martinez,57,2,3478,3,3,2012-10-03,2013-03-12,5,New,50 and above,152,1739,696
8473,AW00019472,Heidi Sara,52,2,1854,3,3,2011-10-23,2013-03-11,17,Regular,50 and above,152,927,109
8474,AW00019473,Roger Chande,51,2,1917,4,4,2012-11-01,2013-06-01,7,New,50 and above,149,958,274
8475,AW00019474,Jenny Luo,53,2,1589,5,5,2012-11-25,2013-12-07,13,Regular,50 and above,143,794,122
8476,AW00019475,Mandy Ye,54,2,1395,6,6,2012-11-12,2013-01-17,2,New,50 and above,154,698,698
8477,AW00019476,Sarah Anderson,48,3,4347,7,7,2011-11-03,2013-12-09,26,Regular,40-49,143,1449,167
8478,AW00019477,Lance Rubio,54,2,3533,4,4,2012-09-30,2013-01-30,4,New,50 and above,153,1766,883
8479,AW00019478,Tasha Goel,53,1,23,2,2,2013-10-01,2013-10-01,0,New,50 and above,145,23,0
8480,AW00019479,Jessica Gray,51,2,3443,2,2,2012-10-14,2013-03-02,5,New,50 and above,152,1722,689
8481,AW00019480,Lisa Zeng,52,2,1934,5,5,2012-11-08,2013-06-21,8,New,50 and above,148,967,242
8482,AW00019481,Darren Suarez,52,1,4,1,1,2013-09-04,2013-09-04,0,New,50 and above,146,4,0
8483,AW00019482,Andy Ortega,58,2,1854,3,3,2011-11-21,2013-03-15,16,Regular,50 and above,152,927,116
8484,AW00019483,Michele Serrano,80,1,34,2,2,2013-08-26,2013-08-26,0,New,50 and above,146,34,0
8485,AW00019484,Willie Liang,55,1,39,2,2,2013-11-17,2013-11-17,0,New,50 and above,144,39,0
8486,AW00019485,Raul Shan,54,1,6,2,2,2013-12-09,2013-12-09,0,New,50 and above,143,6,0
8487,AW00019486,Melanie Price,55,1,119,4,4,2014-01-16,2014-01-16,0,New,50 and above,142,119,0
8488,AW00019487,Dwayne Gutierrez,56,1,6,2,2,2013-09-04,2013-09-04,0,New,50 and above,146,6,0
8489,AW00019488,Jamie Lin,56,1,48,3,3,2013-10-17,2013-10-17,0,New,50 and above,145,48,0
8490,AW00019489,Alexandra Patterson,56,1,39,2,2,2013-08-29,2013-08-29,0,New,50 and above,146,39,0
8491,AW00019490,Kristina Smith,55,1,63,3,3,2013-04-04,2013-04-04,0,New,50 and above,151,63,0
8492,AW00019491,Stanley Prasad,45,1,6,2,2,2014-01-19,2014-01-19,0,New,40-49,141,6,0
8493,AW00019492,Andres Andersen,50,1,6,2,2,2013-08-03,2013-08-03,0,New,50 and above,147,6,0
8494,AW00019493,Karla Shan,56,2,3515,5,5,2012-11-08,2013-02-04,3,New,50 and above,153,1758,1172
8495,AW00019494,Sergio Martinez,41,1,6,2,2,2013-10-14,2013-10-14,0,New,40-49,145,6,0
8496,AW00019495,Francis Gill,41,1,39,2,2,2013-06-22,2013-06-22,0,New,40-49,148,39,0
8497,AW00019496,Edgar Subram,41,2,1854,3,3,2011-11-21,2013-03-21,16,Regular,40-49,152,927,116
8498,AW00019497,Raul She,41,1,29,2,2,2013-08-17,2013-08-17,0,New,40-49,147,29,0
8499,AW00019498,Christy Wang,41,1,31,3,3,2013-06-28,2013-06-28,0,New,40-49,148,31,0
8500,AW00019499,Shawn Black,56,2,3492,5,5,2012-11-09,2013-02-03,3,New,50 and above,153,1746,1164
8501,AW00019500,Russell Shan,51,2,3478,3,3,2012-11-19,2013-03-23,4,New,50 and above,151,1739,870
8502,AW00019501,Allison Edwards,52,2,1819,2,2,2011-11-02,2013-03-26,17,Regular,50 and above,151,910,107
8503,AW00019502,Felicia Carlson,53,2,3565,6,6,2012-11-07,2013-03-08,4,New,50 and above,152,1782,891
8504,AW00019503,Bridget Luo,58,2,1392,5,5,2012-12-05,2013-03-01,3,New,50 and above,152,696,464
8505,AW00019504,Dominic Garcia,58,2,1383,3,3,2012-12-19,2013-04-25,4,New,50 and above,150,692,346
8506,AW00019505,Gilbert She,42,1,53,3,3,2013-06-17,2013-06-17,0,New,40-49,149,53,0
8507,AW00019506,Candice Lin,42,2,3480,4,4,2012-11-18,2013-05-26,6,New,40-49,149,1740,580
8508,AW00019507,Raul Shen,42,1,6,2,2,2013-07-12,2013-07-12,0,New,40-49,148,6,0
8509,AW00019508,Troy Rana,44,1,6,2,2,2013-09-07,2013-09-07,0,New,40-49,146,6,0
8510,AW00019509,Nancy Suri,44,1,44,3,3,2013-11-02,2013-11-02,0,New,40-49,144,44,0
8511,AW00019510,Renee Torres,44,2,3451,3,3,2012-10-30,2013-05-11,6,New,40-49,150,1726,575
8512,AW00019511,Marcus Ward,44,2,3524,6,6,2012-11-26,2013-05-14,6,New,40-49,150,1762,587
8513,AW00019512,Marco Kapoor,44,1,86,4,4,2013-04-10,2013-04-10,0,New,40-49,151,86,0
8514,AW00019513,Jessie Liang,40,1,25,1,1,2013-08-17,2013-08-17,0,New,40-49,147,25,0
8515,AW00019514,Kari Rodriguez,40,1,79,4,4,2013-07-23,2013-07-23,0,New,40-49,147,79,0
8516,AW00019515,Nancy Garcia,40,1,6,2,2,2013-03-28,2013-03-28,0,New,40-49,151,6,0
8517,AW00019516,Kaitlyn Griffin,45,1,4,1,1,2013-03-24,2013-03-24,0,New,40-49,151,4,0
8518,AW00019517,Max Gomez,44,2,1938,3,3,2012-12-14,2013-06-13,6,New,40-49,149,969,323
8519,AW00019518,Clifford Arun,45,2,1893,4,4,2011-12-16,2013-04-26,17,Regular,40-49,150,946,111
8520,AW00019519,Bianca Zhu,46,1,39,2,2,2013-06-02,2013-06-02,0,New,40-49,149,39,0
8521,AW00019520,Kari Muñoz,42,1,88,3,3,2013-03-13,2013-03-13,0,New,40-49,152,88,0
8522,AW00019521,Jaime Dominguez,47,1,54,2,2,2013-02-14,2013-02-14,0,New,40-49,153,54,0
8523,AW00019522,Christian Powell,40,1,64,3,3,2013-05-16,2013-05-16,0,New,40-49,150,64,0
8524,AW00019523,Brittney Holt,42,1,31,3,3,2013-05-17,2013-05-17,0,New,40-49,150,31,0
8525,AW00019524,Denise Malhotra,42,1,23,4,4,2013-06-25,2013-06-25,0,New,40-49,148,23,0
8526,AW00019525,Hannah Flores,60,2,80,5,5,2013-09-10,2014-01-03,4,New,50 and above,142,40,20
8527,AW00019526,Angela Cooper,53,1,1179,3,3,2013-06-03,2013-06-03,0,New,50 and above,149,1179,0
8528,AW00019527,Gabriel Adams,47,1,1219,5,5,2013-06-28,2013-06-28,0,New,40-49,148,1219,0
8529,AW00019528,Bailey Hall,53,1,79,2,2,2013-08-09,2013-08-09,0,New,50 and above,147,79,0
8530,AW00019529,Bailey Parker,47,1,1169,4,4,2013-02-10,2013-02-10,0,New,40-49,153,1169,0
8531,AW00019530,Lisa Liang,53,1,1120,1,1,2013-02-25,2013-02-25,0,New,50 and above,152,1120,0
8532,AW00019531,John Robinson,52,1,1179,3,3,2013-02-08,2013-02-08,0,New,50 and above,153,1179,0
8533,AW00019532,Victoria Brown,53,1,1205,3,3,2013-01-31,2013-01-31,0,New,50 and above,153,1205,0
8534,AW00019533,Vanessa Long,53,1,1155,2,2,2013-02-17,2013-02-17,0,New,50 and above,153,1155,0
8535,AW00019534,Adrian Torres,53,1,1179,3,3,2013-02-07,2013-02-07,0,New,50 and above,153,1179,0
8536,AW00019535,Alex Mitchell,53,1,1170,2,2,2013-02-15,2013-02-15,0,New,50 and above,153,1170,0
8537,AW00019536,Brooke Cooper,60,1,1120,1,1,2013-06-18,2013-06-18,0,New,50 and above,149,1120,0
8538,AW00019537,Michelle Brooks,54,1,1155,2,2,2013-03-20,2013-03-20,0,New,50 and above,152,1155,0
8539,AW00019538,Connor Hall,60,1,1155,2,2,2013-03-08,2013-03-08,0,New,50 and above,152,1155,0
8540,AW00019539,Latoya Raji,60,1,1120,1,1,2013-03-12,2013-03-12,0,New,50 and above,152,1120,0
8541,AW00019540,Jade Richardson,60,1,70,1,1,2013-11-01,2013-11-01,0,New,50 and above,144,70,0
8542,AW00019541,Alexandra Cooper,61,2,131,6,6,2013-08-06,2013-11-11,3,New,50 and above,144,66,44
8543,AW00019542,Robert Allen,61,1,580,3,3,2013-06-10,2013-06-10,0,New,50 and above,149,580,0
8544,AW00019543,Evan Torres,61,1,134,2,2,2013-05-01,2013-05-01,0,New,50 and above,150,134,0
8545,AW00019544,Katherine Price,61,1,133,3,3,2013-02-14,2013-02-14,0,New,50 and above,153,133,0
8546,AW00019545,Garrett Watson,45,1,1179,3,3,2013-03-09,2013-03-09,0,New,40-49,152,1179,0
8547,AW00019546,Angel Campbell,62,1,1174,2,2,2013-06-14,2013-06-14,0,New,50 and above,149,1174,0
8548,AW00019547,Lauren Patterson,51,1,1179,3,3,2013-03-19,2013-03-19,0,New,50 and above,152,1179,0
8549,AW00019548,Kaitlyn Howard,61,1,1183,3,3,2013-03-12,2013-03-12,0,New,50 and above,152,1183,0
8550,AW00019549,Kevin Sharma,62,1,1183,3,3,2013-03-18,2013-03-18,0,New,50 and above,152,1183,0
8551,AW00019550,Lucas Perez,56,1,1269,4,4,2013-03-10,2013-03-10,0,New,50 and above,152,1269,0
8552,AW00019551,Samuel Alexander,57,1,70,1,1,2013-09-27,2013-09-27,0,New,50 and above,145,70,0
8553,AW00019552,Margaret Zhu,56,1,70,1,1,2013-03-12,2013-03-12,0,New,50 and above,152,70,0
8554,AW00019553,Karen Wang,61,1,32,2,2,2013-06-14,2013-06-14,0,New,50 and above,149,32,0
8555,AW00019554,Emmanuel Raman,56,1,87,4,4,2013-09-24,2013-09-24,0,New,50 and above,145,87,0
8556,AW00019555,Alejandro Liu,51,2,6110,4,4,2011-08-11,2013-04-16,20,VIP,50 and above,151,3055,306
8557,AW00019556,Shawna Andersen,51,2,6035,4,4,2011-08-24,2013-04-14,20,VIP,50 and above,151,3018,302
8558,AW00019557,Bridget She,51,2,5358,4,4,2011-08-28,2013-04-15,20,VIP,50 and above,151,2679,268
8559,AW00019558,Gloria Ortega,50,2,6029,3,3,2011-08-16,2013-04-19,20,VIP,50 and above,151,3014,301
8560,AW00019559,Cedric Cai,44,2,6056,3,3,2011-08-17,2013-04-06,20,VIP,40-49,151,3028,303
8561,AW00019560,Randall Martin,44,2,6117,6,6,2011-08-07,2013-04-15,21,VIP,40-49,151,3058,291
8562,AW00019561,Orlando Serrano,50,2,6021,2,2,2011-08-11,2013-04-10,20,VIP,50 and above,151,3010,301
8563,AW00019562,Leah Guo,51,2,5314,3,3,2011-08-01,2013-05-18,22,VIP,50 and above,150,2657,242
8564,AW00019563,Robin Moreno,51,2,5333,3,3,2011-08-23,2013-04-30,21,VIP,50 and above,150,2666,254
8565,AW00019564,Lawrence Gutierrez,46,2,5293,4,4,2011-08-23,2013-05-26,21,VIP,40-49,149,2646,252
8566,AW00019565,Patricia Saunders,41,2,5308,4,4,2011-08-03,2013-05-28,22,VIP,40-49,149,2654,241
8567,AW00019566,Ruben Sara,52,2,165,8,8,2013-05-18,2013-06-16,1,New,50 and above,149,82,165
8568,AW00019567,Barbara Hu,53,2,105,3,3,2013-03-27,2013-05-23,2,New,50 and above,149,52,52
8569,AW00019568,Candice Sun,50,2,6060,5,5,2011-08-01,2013-04-26,21,VIP,50 and above,150,3030,289
8570,AW00019569,Kellie Torres,47,2,112,5,5,2013-08-17,2013-11-18,3,New,40-49,143,56,37
8571,AW00019570,Kristy Navarro,53,2,75,5,5,2013-02-11,2013-09-10,7,New,50 and above,146,38,11
8572,AW00019571,Sydney Johnson,47,2,91,4,4,2013-03-16,2013-10-07,7,New,40-49,145,46,13
8573,AW00019572,Melissa Bailey,47,2,81,5,5,2013-04-09,2013-06-18,2,New,40-49,149,40,40
8574,AW00019573,Deanna Rubio,47,2,57,4,4,2013-12-25,2014-01-18,1,New,40-49,141,28,57
8575,AW00019574,Michele Ramos,54,2,96,6,6,2013-04-20,2013-05-11,1,New,50 and above,150,48,96
8576,AW00019575,Marco Patel,43,2,59,5,4,2013-03-07,2013-11-06,8,New,40-49,144,30,7
8577,AW00019576,Mackenzie Hill,54,2,6058,4,4,2011-08-11,2013-04-15,20,VIP,50 and above,151,3029,303
8578,AW00019577,Martin Perez,48,2,6037,5,5,2011-08-24,2013-04-26,20,VIP,40-49,150,3018,302
8579,AW00019578,Max Rubio,55,2,91,4,4,2013-07-04,2013-12-06,5,New,50 and above,143,46,18
8580,AW00019579,Dawn Zheng,55,2,84,2,2,2013-10-24,2013-11-14,1,New,50 and above,144,42,84
8581,AW00019580,Eddie Sanz,54,2,174,6,6,2013-04-04,2013-12-06,8,New,50 and above,143,87,22
8582,AW00019581,Todd Ma,55,2,109,4,4,2013-09-19,2014-01-14,4,New,50 and above,142,54,27
8583,AW00019582,Bethany Luo,51,2,61,5,5,2013-11-14,2014-01-24,2,New,50 and above,141,30,30
8584,AW00019583,Jake Li,52,2,119,5,5,2013-05-18,2014-01-14,8,New,50 and above,142,60,15
8585,AW00019584,Terrance Sanchez,46,2,116,6,6,2013-02-05,2013-04-04,2,New,40-49,151,58,58
8586,AW00019585,Kristi Fernandez,51,2,89,4,4,2013-08-12,2014-01-28,6,New,50 and above,141,44,15
8587,AW00019586,Alvin Sharma,52,2,6056,3,3,2011-08-20,2013-04-02,20,VIP,50 and above,151,3028,303
8588,AW00019587,Alyssa Martin,52,2,114,5,5,2013-04-14,2014-01-04,9,New,50 and above,142,57,13
8589,AW00019588,Raymond Raman,52,2,6056,3,3,2011-08-07,2013-04-02,20,VIP,50 and above,151,3028,303
8590,AW00019589,Jake Huang,55,2,95,4,4,2013-04-11,2013-09-06,5,New,50 and above,146,48,19
8591,AW00019590,Martin Subram,45,1,32,2,2,2013-03-01,2013-03-01,0,New,40-49,152,32,0
8592,AW00019591,Derek Raji,56,2,63,4,4,2013-04-24,2013-06-28,2,New,50 and above,148,32,32
8593,AW00019592,Tara Xu,52,2,5377,5,5,2011-08-22,2013-05-13,21,VIP,50 and above,150,2688,256
